review,rating
this will be the end of us please ai spare us,1
its a good application for studying and learning new things l appreciate their efforts for building this application,5
al is a good app,4
i trust google with my data but otherwise app is good easy to use and that clean junk function maybe works or not i have no idea but the overall experience and user interface is easy and clean,4
did not automatically recognize updown vr videos,1
scratch cards arw not coming,2
this app is so great but it has some annoying bugs specially when i open app and try to start a conversion and takes sometimes in a white screen,3
all things are best but the picture formation with the help of ai is not there so please improve it then it will the most useful app in world,4
very nice app however mathematical formatted functions like frac cdot are not being converted hence they are showing as it is in the code please fix this for example if its supposed to show a fraction after using frac function it is not showing the fraction in the output instead it is showing the code as it is,4
its very great but i want to use other versions like image generabut i cant because i need plus witch i get but it costs 20 a month,3
no words to express it is awesome,5
best app for everything i think this app can easily beat google in some years,4
its very useful awesome ai toolsits ai task completed,4
its a very good app for safe browsing and phishing free experience etc sincere effort made by our lovely developers to overcome the ads and various malware but yet there is something to improve like the starting page and customisation and theme settings brave will be popular with time,4
i dont know how this app has 4 stars this is app is the slowest app in the world this app is so slow and heavy that my phone starts heating up like its shooting 4k video app is so slow that i have to wait a few seconds after performing almost any action its literally unusable,1
im tryna code with python and it is very forgetful,4
different to what msn browser used to be not keen,3
how do i cast on this,1
add bookmarks and it will be perfect why is there no bookmarks dumb,3
its ai what else can i say,5
usb storage not showing htc at m8,1
its good but nowadays whenever i try to delete any video it always asks grant permission even though i already granted so please fixed it,2
message is technical issue something wentcwrong try after some time looks like everything is wrong all the time how long does it take to fix it i am not the only one facing this issue looks like the support team is depleted,1
it wont let me do certain things,5
amazing app which helps me to save my time,5
thank you so much developer this app make me shine,5
cant seem to get into it i even reset my password help would be nice please,3
forget the duck they showed their true colors by censoring searches might as well use google goodbye ddg,1
it is a amazing app or application for students for improving their skills i will give it 5,5
this is very helpful for we,5
its okay but wont let you move files into androiddata folder,4
it doesnt give me any results in images,1
every time i try to use it i get an error message that says network error etc etc havent been able to use it once uninstalling now waste of time,1
since line lite is out of service please make this app able to connect with different phonees i need that feature,3
write a 200 word essay on what you would do if your friends lunch box was stolen,5
moxilla why dont you publish a changelog for each ff update,3
finally the browser ive been looking for almost perfect loved the experience and integration with the plugins lets me use download managers to download my files seamlessly with the integration and tonsss of features just a little problem that it gets stuck on captcha verifications the ones in which u have to click several pictures like click all the buses it just gets stuck on loops looking forward for a fix in the updates overall absolutely loved it,4
your mx player service is excellent i want to play youtube video in background in max player if mx player provide this feature i defenety by your gold service,5
the ui is quite appealing but i downloaded the app mainly to stream content over network however the streaming works fine the first few mins and then it jusy stopstried the same with another app it worked fine there so i am pretty sure its not a network issue,3
i am using brave both on my android and pc i love it but nowadays there is a bug happening withing this browser some articles on brave are basically blank when i try to read themand the same articles can be easily read without any problem in chrome and my internet connection is fast too,4
hey there im using whatsapp,3
it must show pictures and links,4
this app is really helpful for your official career and others you can really ask whatever you want to even with sharing some pictures you can have voice chats and the best is you can choose the gpt to work in your kind of way it will talk in the language youll tell even in any kind of accent any way casual formal etc you can even ask for some grammar help in english its the best ai app i have ever used thanks a lot for making such a fantastic app i liked this hope for more updates,5
it wants to be the default app for everything also it masquerades as a native app with its logo and bake being so generic,1
i have been using this app since long time in my earlier phones too really helpful app i am bibliophilic and like to keep my documents and pdfs of books arranged and easily approachable it helps me to find the things easily at one place one optiton i am missing in whicb u can type the page number and it will take you there,5
still cant figure out how to use it and not very good at explaining it as well,3
can not send pdf phen dai takai,1
love having conversations with the ai,5
it is so annoying that archived chats show at the top when does any msg come in archived chat then we can see that then what is the meaning of archiving it can you please move in to the last or menu bar its humble request thanks,3
re update long press while putting closer functions i either already access easily by swiping reply or dont use often delete it moves further away the emoji reaction function i use very regularly unimpressed i like signal generally but its been abit glitchy wrt notifications even with appropriate permission not being a sleeping app etc and at times disappears messages in view while im responding to them and i have to leave the chat and come back in to find the messages,3
please improve this app improve audio call quality fix video call problem please make it more smooth and also fix file transfer and pic share problem thank you,3
best app for doing assignments i love it because through chatgpt i complete my assignments on time,5
please make the other abilities of chatgpt free for all,3
all i wanted to do was change the date of a photo and i just received an access denied response,2
i use to like because it will prompt if i want to watch the video online or download it but now the videos will play automatically i hope that option will be returned,3
it wont let me make images but in youtube vids it let them make images no fair,1
i have collected 3 bat coins but now the browser is keep lagging i know it would be fixed after clear data or reinstall but i would lost my bat coins please try to add account features for all to store our coins even it less than one but it should be saved to our account other wise fix lagging problem,3
adblocking is awesome feature and brave reward is also a good features i recommend you to add extension support in android like kiwi browser it comes very handy over all the app is great,4
i am used to chat gtp,5
waste app pay later option is worst tried many times but failed and no reason of fail given raised query to customer care but no reply called but no one picked up terrified experience even earlier version was good using it since 2011 but pay later is worst,1
after the last update am facing a major issue downloaded movies wont show up in the file explorer in any folders nor am able to play the video it doesnt even ask me which player to use once i close telegram and reopen it it asks me to download the file again have wasted more than 5gb so far been having the issue since 4 days now but at the same time i dont have any issues with some files please fix this issue asap,3
great response i love that,5
cant signup it thinks my cell phone number is a landline and it wont take a google voice number either oh well,1
great app helps me be productive saves me so much time,5
i asked to gpt who is president of india and i get shocking answer rajnath kovind indias president is dropati murmu,1
bro best app for assignments and projects i seriously recommended this app to all my friends its so easy now so obviously 5 stars,5
today 462024 chat gp is not working please can you tell me what happened im in the uk,1
very decent works well on old os too improvements ill like is make it a bite more lite so it loads fast on old devices so i appritiate the feature given inbuilt its helpful thank you,3
this is the best ai in the whole world,5
whao chatgpt is the best,5
best way to clear your doubts,5
very good easy to use and transferring files phone memory to sd card and usb storage is very fast,4
amazing results all the time made chat gpt wonderful,5
helpful and a good friend,4
how can i stop the ads popping out whenever i open the file manager days after i sent a message on whatsapp no reply developer responded ads have been removed thanks,4
this app is very good because this app helps me in studies and give very appropriate answer of questions,5
can not handle html iinks well isnt sucure can be monitored by others,3
very good app worth using it,5
its a good app really helpful especially for matric learners,4
very productive application i really like it,5
update fails to launch pending indefinitely,2
its a very nice app its helpful and its nice to talk to,5
getting airtel money as the only payment option for airtel fibre connection bill payment,3
nice gives all information with pictures,5
please add support for usb microphones,5
i like this app but sometimes it is very slow to load compared to google also memory management is terrible i have to regularly delete the user data to get memory back should be some better settings or ability to store data on the sd card,3
very helpful when having trouble thinking of ideas and when having trouble how to do your projects but would be more time efficient if you could just take a picture instead of typing out 46 lines just to get your answers and then writing it down right afterwards,4
app crashes on start up on nvidia shield after os upgrade,1
changed a perfectly fine app and made it unusable ridiculous stop doing this with android youre ruining what was a decent platform,1
chat gpt is very useful it is of great help to me i will tell you all here that you should also use chat gpt app if you have any question about anything you can ask or chat gpt will give you the correct reply,4
very solid for daily use plugins browsing and vision work decently not for everything usually it gets what i want him to do the main drawback is the stubborn overly formal and cautionary style even with explicit custom instructions shift in style is subtle,4
it seems great i first tried it on my chromebook then put it on my phone also i then payed for it i was surprised to see that i still had to pay for it on the chromebook everything else i have brought i have only had to buy it once is this by design though not expensive i dislike this,3
it helps when i am asking like codingand some douts,4
superb performance for a week,1
im using desire 728 is this mobile support otg please reply,3
very good but 1 star is missing as i feel like it should give us atleast make one image from delle per hour for free so we can have a idea of it how it works and will it be good for them to buy premium or plus and for people who cant afford the plus can atleast get 1 sample every hour which will help many people like me who cant afford chat gpt plus,4
my personal assistant way better,5
its amazing if you know how to prompt well,5
chatgpt maybe not be a bad ful thing even if it s a useful aiby this help i got precious to all,3
this app is trash there are so many things to do just to create an account and at the final part i press continue and it says we cannot create your account due to our terms of use i dont recommend for tablet users its not compatible one of the apps that deserve zero existence,1
this app is good but when i convert a video to mp3 then after sometime it deleted automatically so i am giving 3 stars,3
two stars for now because the authentication does not work on my phone i can still open my discord from my laptop but not anymore from my phone since yesterday i rarely use discord on my laptop because i find mobile discord more convenient for me i hope this issue gets resolved,2
problem in sending money please resolve it please,2
very good and used full apps for our daily life,4
it works there are adds but not too many cannot see some files so have to switch back and forth to delete files,3
still need a desktop machine to make video playlists apparently but at least this app allows you to play through a folder which is nicea vast improvement over vlc still no control over repeat 1 all etc,3
i get that you not suppose to have infite time but i really wish it was more time,3
very helpful works sooo much better than other browsers,5
mobile verification failed each and every time fix this bug,1
that was so helpful for college and school students,5
as long as our privacy is secure here i am happy i like talking through signal the voice clarity is very good only thing is not sure why it doesnt make the ringing sound on my phone though i checked my settings still it doesnt make any sound for incoming messages or calls anything until n unless i am on signal i dont get any notification through sound,4
good enoughbut the redistricting time annoys most of the time,3
best app it just launched but i cant stop using it the ui is smooth and clean and i believe its so much user friendly than the browser talking for phone users,5
update the logo banks to identify easily,3
i like it it is like a real person but better,5
has some audio issues on android if you use bluetooth headphones for a voice session then close the app turn off your bluetooth headphones and then restart the app the audio will be very quietinaudible unsure if it is using the wrong phone speaker or just the volume is too low but the only way to fix this is to turn on your bluetooth headphones while in a voice conversation then switch them off while in a voice conversation and this will then cause the app to use the loud speaker,3
paypal is good but has its unperks i was so upset that they placed my money on hold for 24 hours used them for many things online games bank transfer all my family members and friends have paypal because of me so i certainly would not recommend them to anyone or thing not good but im like super disappointed in their decision to hold it and not release it after several phone calls and inquiries,3
app is decent enough for what i need it to do however it definitely needs support for multiple accounts or at least do what snapchat does with a second install for a separate account i dont even use snapchat and i know that other than that theres a few quality of life bits that are annoying such as having to delete messages one by one there are others but those are my biggest issues,3
this app is really good and usefull for answering our questions but it doesnt tell the thing that we want,5
its good for coding purpose,5
have always loved this app its a great way to keep in contact with friends and family considering no one just calls anymore lol would give it 5 stars but do to the video quality at some points and drop calls it makes this app a 3 in my eys thx fb,3
it doesnt let me login or sign up everytime i do i get a white screen and when email verification is going on theres no mail sent to me,1
browsing is really smooth fast on kiwi and feature like adding chrome extensions is cherry on the cake just one issue i am unable to receive web app notifications even after adding the app links on kiwisettingscontentnotifications please resolve this i will never think of switching to another browser will change my review from 4 stars to 5 stars thanks in advance,4
best file manager ive used on android,5
chatgpt is not responding to any messages i pay for the subscription i have tried turning history onoff tried 35 and 4 tried phone app and browser cannot get any responses to my prompts,3
i am facing some problems firstly the music image is not showing secondly the timer is not working thirdlythe song remains freezed when first tapped to open it has got the things for a music lover specially i like the headphone mode but it would be awesome if it had builtin music search engine songimage and subtitle loader and downloader,3
i almost never get notifications for msgs so many other reviewers have complained about it i wonder why cant you fix it neither do i get msg preview in push notifications despite this setting turned on i use this app just because the stickers are wonderful there are several other issues in the software of this app too,2
thank you chatgpt is great please fix the bug with cyrillic encoding inside the formatted code quotes eg the block with the copy code button eg if filtervalue api ajax the web version has no problems with that,3
i love it its so simple and also intriguing its like having a conversation with a real human being i definitely recommend downloading this app,5
my favourite browser been using it over a year now love it just this new update added an annoying notification when downloading something it cant be swiped away it supposedly do but goes back to position the only way to get rid off it is tap on it go into the download page and swipe back to what you were doing,5
for very good and essential,5
rbi should ban this type of cheater app with an immediate effect and also show cause the axis bank for supporting this,1
the regular update ensures customer care is maximized however when one problem is solved another arises i leave it on read aloud so i can listen as i walk but midway it restarts from the beginning and the cycle continues please fix this problem urgently,4
its no1 ai for me it helps me in study and to gather some information about things,5
many person are in bip messenger this is a very good news but i have in big problem that is in my contract list more person have bip when i tried to sending messege or call them i cant bip tell me invite your person to bip please solve this problem as soon as possible thanks,2
remember what elon musk said,5
most of the time it stops working and it is not being fixed earlier it was good but now its irritating,4
very useful tool for getting explanations instructions about stuff without using a search engine,5
i updated it yesterday now it wont work at all i tap on the icon unfortunately signal has stopped working is what i get,1
absolutely phenomenal app with all facilities,5
this app is very nice and convenient to use,5
cool app and its very usefulupdate the ai and keep it up,5
this is one of the best chatgpt apps so far it helps me a lot with high school work and with writing stuff like songs short stories and poems and have unlimited chat dont need to watch adds or go to premium but the reason i gaved 4 stars is that it cant generate pictures or sometimes doesnt have recent text but its fine i just copy and paste it somewhere and yeah but so far the best app,4
while playing audio files it stops after 2 minutes too bad pl advise how to fix this,3
hello support where is the call option why i cannot receive call gsm number why,3
i agree with a couple other reviews in regards to the internet i live in an area where there are towers but i cant remember a time when i had more than two bars of signal strength and at work i get zero service all day sure hope this gets fixed or back to tmobile i will have to go,3
i m not able to add my bank account firstly i have been using it for more than a year why was my account removed just like that and upon that its not even adding it ps my bank acc is perfectly fine pls fix this cos,3
this is pretty good app but in dhivelhi it is saying things wrong so a bit frustrated pretty much this is good and it would be better if it can send video54,4
it is a very good app it really developed me,5
wonderful tool of todays time,5
pls add xhide for tecno mobiles,2
ive been using this app for a few months now mainly for learning languages and i can tell you that its amazing the voice reads the texts naturally and when you ask something its always accurate in its response to your question its one of my favorite apps now,5
its okay but sometimes it gives an answer thats too predictable,4
thanks for all the homework help,5
good but send photos feture also you add,4
it works ok but the layout of the app is really ugly the video display is cluttered apparently the app cant play videos past a certain size also does not have casting features nor resuming features without completely restating your video definitely better apps out there,2
its so good it helps me a lot in searching for everything and user experiance is so good,5
this app has been my best media player but when i updated to this new version there is no pop up feature that feature that allows you watch a video while opening another app please i will like that feature to be restored thank you,5
help to find things easily,2
its a great app for everythingfrom study related topic to recipes it has it all nowthese are the pros the cons are that if you ask it for lyrics it wont give you the authentic lyrics soooalso its knowledge is only upto jan 2022i would like to request that they update that other than that yeah it a great app,4
when you call someone you still hear it ringing even if that person is offline well when u look at the screen it is okay i can know if it is online or not but when u put the phone in my ear i cant,3
lousy demanding access does not need thls access on laptop,1
certainly heres a review based on your feedback title great app missing voice feature ive been using the chatgpt android app and overall its proven to be incredibly useful the textbased interactions are smooth and the apps capabilities are impressive however one aspect i found lacking is the absence of a voice feature having the option for voice interactions would enhance the user experience significantly i hope the developers consider integrating this feature in future update,4
great app no limit and correct answers keep it up amazing,5
it is good for study and everything,4
dont purchase thisthis app was working fine in my old phone but nowthere is some bug while we moving or even browsing files in sd card app crashes or shows an error of directory not found and one more glich is that if sometimes we rename file in sd card file disappears or get deleted because of this i had lost my data,1
chatgpt free version using data before 2021 thats why i didnt give the 5th star,4
im vary hacer thanks thanks for they opcin the read out loud i love this funcin they plan to make the interface a little larger for the playback speed because i have poor vision and for people with poor vision too or to make it easier to visualize these options,5
life changer btw i am the first reviewer of this app on play store,5
truly intelligent woow what an invention,5
some times bsnl mobile recharge is not supported by this app like other apps you will get rewards on few transactions onlyyou cant spend your wallet amount even amazon and flipkart e commerce sites is very bad exept that everything is good,4
this will take our jobs,1
for latest version sometimes small widget doesnt respond maybe due to edge icon on widget,4
increase the stream time in free version,3
best free streaming platform but ads duration are too high but i like this app best app soon it will beet higher downloads than netflix,4
super it talks like humans and with human emotions,5
upd many restrictions were now lifted for me after 48 hrs chg 4 star all the limitations make it nearly useless i cant message people due to privacy restriction i cant join other groups due to privacy restrictions i cant message 11 a person within the international group due to privacy restriction i would really appreciate that this app be more like a friendship tool but all i get is privacy lockdown privacy lockdown ai yai yai will probably just uninstall wasted time,4
it is fantastic as a b2 exam canditate i can improve my speaking skills with you,5
speech option not working the interaction is more specific of web chatgpt overall i dont think you guys are providing any such more options or stuffs that is on web chatgpt,3
extremely helpful although might give inaccurate information at times,4
best for saving data the 5 star is for the data saving function because thats all i need it for once i am low on data i simply switch to opera mini and downloading is also ok,5
i am studentits very useful for my studies,4
must use graphical and speaking interface,4
the link is the best and needs some improvement in,3
this is best app for all timeand best part is it is my gfthank you got so much,5
i am the 55 th person who downloaded gpt,5
good but you have to be specific with the app and it is a little outdated,3
video and audio are not playing it just shows blank screen disappointed,2
when i started to use this app for first few attempts it worked first my hd he was showing two folders system reserved and untitled folder untitled folder contained my data now my folder is lost i can not see this folder now my hd shows corrupted on laptop but it was working finely on laptop before this app,3
it is good app for chatting calling but there is a problem i dont is this a problem or something else there is a contact in my listthis app show everytime online how is it possible ki koi person pura time online ho it shows everytime online which irritates me please fix it,2
confusing interface not otp for verification kepts refreshing dont receive any otp very poor performance disappointed hope it will be fixed,2
fast reliable and consistent answers,5
i suggest there is a screenshot feature just like vivo handphone when playing video i will reinstall and give it 5 stars in the future if the feature is added,3
after update of android 11 whatsapp file move in android folder and file manager can not show whatsapp status cache as well as picsvideosfiles in whatsapp section of mi file manager try to fix it in next update,3
i love this app so much this gives me a satisfying answers for my tough questions i felt like having a use app for the first time,5
bip is a nice app but it work with intrenet,4
3 stars bcoz we cant skip or fast farword vdo in just short slid on screen we need to long slid 10 sec then its skip or fast farword thats bad thing in this appother wise nice app with working equilizer i hope team do some favor for users what they have problems,3
