review,rating
not able add pnb bank account try several day like cent time nothing change wallet work great number bank account not one please resolve,3
could not get music vid like google could not get song play disappointing,1
scam not new voice mode advertise even plus subscription,1
chat gpt great reason star not solve math properly doubt ask gpt likely answer incorrect,4
good app answer satisfied customer answer easy understand recommend,4
confirm email address not work send request multiple time verify multiple time prompt login browser not work still show need confirm email not update database fix,2
super good love handy use daily life everyday,5
chat not do name save contact big flaw every user get someone account search,2
nice appand consistenc changessolution bug keep app grow payment app,3
can not watch anything app try watch cartoon say vlc stop can not complete try somany time watch can not send feedback nothing happen still can not watch suck please fix problem,2
weak slow work response time long,1
osm app good feature,4
not support pro feature like gpt editing,4
please put download option kmplayer,2
not photo send ho,3
good app cash back reward balance check try many time many payment fail,3
ghatiya bakwa google account corrrect not log bakwass app,1
hood futuristic app chat work,5
although usefull place mistake,3
want learn online earning chatgpt,2
can not receive notification huawei pro whatsapp telegram even instagram dms fine line not show notification hope fix,2
not understand way change thing go login login u go stuff like many route game thing let use ur gmail address use gmail since get use yahoo not get many nothing oh well life go everone stay safe,3
horrible app not stor prehistoric search result,1
app not work loading forever never start,1
app not open not give q response month state many query not one,1
l think voice cool quality bit low also not emotional need emotional giggle laugh stuff,3
app start play past day try update app still not work show errorbla bla bla use love no,1
not nice open app ad come irritate,3
performance well improve,5
please can not receive reset password email address forget password account please fix,2
hour app completely useless not work reason not work literally quite stupid smart application,2
bad app ever see,1
can not sign no microsoft log not microsoft login option like apple google,1
say little good privacy neither show online not last see customise even good network connection many time take second send message time reply button not work can not check exact time message instantly interface good issue can not competite whatsapp messenger good thing video call quality video call quality superb,2
