review,rating
speaking with ai isnt good experience,4
uninstalled because of your political decision to manipulate search results from one side of a conflict only when both sides have been shown to be spreading disinformation you have willingly become part of the propaganda machine and i find that abhorrent no ghosts,1
one of the amazing ai please make it upto date and give to this service for free,3
chat heads is better than chat bubbles android 910 has chat heads but 11 has bubbles and it sucks it covers some parts of the screen and when u type on landscape its so hard and even using stickers too many bugs i had chat bubbles a while ago until i cleared the data of the app chat bubbles also deactivates my game turbo space bar im running on miui i have to off and on the phone to do activate it again so when im playing games i just use split screen not the chat bubbles,3
chatgpt is soo helpful and ive learnt alot from it,5
i deleted my google account from chatgpt and i cant sign back with the same account so i decided to use the app without signing however everything else is easy and smooth it is literally the easiest thing you can learn and use in technology thanks to all who worked on this magnificent idea,4
please change the icon back to default the new one with the snowflake theme going on is cool and all but it doesnt make any sense to randomly change the icon plus its not winter in all parts of the world,2
i couldnt get my accout back after i deleted it it said that i couldnt get it back,1
not parfect but good app,4
dont use thise app worst service i make a payment before 3 days its in pending from payment date now its showing payment failed and its didnt refunded my diducted payment at costumer service response cane after 4 hrs complaint your amount didnt diducted for this payment after i submitted their own paytm payments bank bank statement,5
love it but not sending my message on time,2
very convenient i cant find a way to see the link to the account that i sent money to,3
its such a wonderful appi realky like it and appreciate it it also improve by improving more features thankuu,4
i dont know if the issue is on my phone or at the app itself it keep stopping i have so many things to do i already uninstall the app for the 3rd time this day ill wait for the day to end hope this issue will be fix soon,3
audio file stops in the middle not fully playing,1
good information very short time real useful,5
great really handy for story writing excellent but ive noticed over and over again it keeps saying error ive checked my internet and disconnected logged in logged out uninstalledreinstalled and nothing seems to be working it a shame because i was really enjoying working with chatgpt but apart from that its a great platform,3
it doesnt work it was working before but now it do not response back to me,4
most atrocious ui ever implemented in an app,1
its very slow in sending all messages and downloading audiovideos and apps,2
been using chrome ever since 2008 and ive gotta say up until now the memory usage doesnt feel its improving regardless the device its also very annoying that security in this app is worst than mozilla let alone opera but dont get me wrong this app is still my go to and trusted i hope someday you guys will figure out the ram issues so until then ill leave 3 stars,3
it not give some answers,4
cant use voice chat but my friend can we have the same version and all so it doesnt make sens,3
very educative and engaging in all aspects of life,4
meh i used to love this browser because i could play one of my online games in it where i couldnt play anywhere elsebut this new location accessidkdont really like giving that out meh i might still use it though because its convenientrather than getting on my laptop,3
i like using edge on my pcs at home but ever since i got my new s22 ultra the edge app has been very laggy when scrolling ive since switched to the default samsung browser,2
the app is great and i used it most for my transaction but now most time when i got to check the balance that option is replaced by the add of paytm post paid it cause great inconvenience,3
if ai replaced humans it definitely affects our survival so it should be point of reference not point of contact it removes jobs of trainers publishers authors and several roles which is source of income for millions of families financial support,2
this application only active if internet connection available to check the license very annoying ive paid this application to get license full function sometimes there are still files cannot be deleted and deleted files still showing with zero size of file please consider to add more function 1 recycle bin 2 secure folder files with password finger print thanks to add a feature like recycle bin this application be more solid you got 3 stars now awaiting more another feature,3
chatgpt android app is a gamechanger its been incredibly helpful for programming seo math and all sorts of information the userfriendly interface and accurate responses make it a musthave tool highly recommended,5
really a dum chat bit,1
this app is very good for recharge because it gives cash back in every recharge im using this app for two years im very happy,4
not able to fill promocode at the place givenjust tried and tried but what is happening since last few daysdont knowupdated to ur latest version but still facing problem,2
jan 2022 this is the date where this application is busted there is no current info available,1
not to bad most wont get the full experience that i did well im sure it not over yet but if you do i hope you can figure it out it been a long gravle road main thing is keep moving forward,3
please sand me my old profile,5
easy to use and follow also helpful when needing to dispute a charge or needing a refund,5
the text editor is so buggy i can barely type a complete sentence it keeps deleting letters randomly amateur hour also it is missing features like editredo equation notations and custom chatbots,1
would be lovely if there was an option to quickly copy code blocks,4
just upgraded to plus and now the app wont work for me tried restarting my phone and reinstalling the app and it still wont work,1
anybody talk bout this app is a mf,5
all awesome but cant change speed of answer typing if answer is ready i dont want to sit and watch gpt simulating typing the voice chat volume on 100 on phone is like on other apps 30 volume please fix the volume of voice make option dont switch off the screen while on voice chat mode,1
super app but dont have current time data please do improve chat gpt thanks,4
a few kinks in the ui but the underlying software is top notch,4
doesnt have access to real time information,1
huawei m5 tablet android 9 theres an issue on the discogs website using desktop mode when logging into paypal payment it zooms in making it difficult to see amazon order page keeps refreshing bookmarks can no longer be dragged moved this browser is the closest to a desktop in appearance with access to chrome extensions developer no faster or slower than other browsers streams youtube without buffering allows for audio to play in the background retains browsing history,4
i myself use chatgpt as my friend but many times the wordssize of paragraph are too much so one cant take it to be as a friend please make this feature available this is working for as my stress buster i am student by profession and telling all my things to friend can even be challenging for me as they are my competitors sharing all things talking just as of friend with chatgpt feels me so releasing and boosts my performance please openai make this more for one to be a friend thanks,4
allover its good app but i have only one problem that some options are does not open like rechargesbills i complainted also but nothing is done by them so i face this problem,3
app doesnt really block ads on some website and u have to stop the ad block to use the site,1
unable to use the browser when in super power saving mode in realme narzo 30a 5g this browser doesnt even load or show home page of the app when in super power saving modeso please look into this problem,1
tell me one thing after updating the app i was not able to download the whatsapp status videos so that i uninstalled and install the older version so once you confirm that option is available and it works perfectly fine then only i will upt to the latest version or else i will delete this application only,3
good app pl clarify this point when i first used it it cleared about 2 gb junk files but since then every now then the app ask for running again clears the same qty of junk eg 2 gb this has happened many times what does it mean why the app clearing same junk again again it is irritating also for the user,4
everything is ok but there is two problem one is when back to home ads show and second one is mx online videos are not supported cast mirror and there is too much ads inside palyer,4
app keeps on crashing while browseringits a great app but have to uninstallsuch a poor performance,2
awesome app my assignments are very smooth using this app,5
the qr does not accept payments from google pay at least mine does not i tried with samsung pay and there was no hiccup since most of the upi users in my area uses gpay for cashless transactions the qr become quite pointless,3
good easily accessible and fast download,4
why am i always ending up in shopee site and apk when im pressing my screenlike its kinda annoying bruh i think its the update,3
just installing it for some tips in gaming and now its not letting me to create an accountwhat a bullsht,1
i cant approve transactions on some extensions which makes me sick and tired of it fr,3
ads on the homepage are simply unacceptable,3
frequently giving answers wrong thats very shamefull are being so big ai chat bot and doing this,1
now its better and im able to add money to my wallet through bank account but you cant remove bank details yourself still now,3
is is the best for learning but we can upload the pictures but it would say update chatgpt plus,4
too many bugs all the time using plus version but still extremely scarce availability most of the time,1
i dont recharge frequently so when app get disabled it required balance in sim card for activation of app so update app so that it can get activated via otp basis n no need to send sms from sim itself such value addition supported by paytm phonepay etc in better manner,2
once upon a time i open this app to watch a movie i downloaded then i only see ads all over the app,1
very nice app you can use in free,5
omg it helped me so much sith my essay of course i read my book but this helped me word it more correctly like a little bit more better grammaryly 100 recommend for those wondering i got an b on my assignment,5
chat gpt has always fascinated me with its creative aspect but this is a real deal technology and you can use it for things you never even imagined be safe and wise,5
works but really hard and unintuitive to use still after couple of hours trying to figure out how to copy 200 selected files to a target folder and how to keep the selection since after every operation the selection is lost why not add copy tosend to to upper right menu or use more android like icons does not work well with android 11 cannot copy to sd card even though given rights to the folder through android 11 copy target does not follow symlinks bug to the right directory,2
i am not able to get my second space option in phone there were many important documents that was present in second space but due to update in app the storage option is missing i request the technical team plz look over the matter,1
love love love this app and it still blows my mind each time i use it i wish they had this when i was i kid,5
i have only one problem in whatsapp 1sec voice msg is the biggest troubledo something for this problem for past 1 month i have this problemi update the new version also but i have this problem thank you,4
nedds any easy way to close,4
very every bad it was,1
why openai would demonstrate chatgpt 4o features and then release a version of the model that doesnt include them,1
your app integration with step set go is filled with bugs money got deducted but the interaction failed to happen it was a failed attempt just because your upi integration services couldnt handle the transaction please fix,2
the voice chat is nice but when you put headset on it still uses the phone speaker,5
yeah its pretty gud i enjoyed this app nd still using gud for chat voice chats everything its a easier way to chat with ur friends so if you want to do fun with chat then download it,3
will often freeze other occasions it wont recognize input,3
cant even imagine the way its is giving answer i was stucked with on learning module due to deficit questions since many days using chatgpt it all clear in one go very impressive,5
i want this but but everytime i open continue with google or everything it says unsupported url can you do this without account now,2
this app is good but one problem is that if someone had seen my status if was unable to see the contact in the swipe section so please fix it as soon as possible thank you,3
what is this nearby share nonsense out of nowhere why do you want to destroy something that had been working beautifully till now cant even share files now even after updating the app on both devices uninstalling files it was a great journey till you decided to dig your grave giving an extra star to 1 only because the app was my most reliable used till now,2
it is good to use but i tried downloading it again and the app wouldnt let me on,3
so far so good telegram is better than whatsapp one suggestion need to include status update features i think thats why some people dont like telegramfor me no problemvery advanced and usefuland simple,4
worst payment application i created a new account and it says my account has some limitations and they cant provide service they are not even telling what is the limitation so i could have atleast resolved this limitation they are not allowing me to close the account also no in person customer support as well never thought paypal has such a poor system i have used resolution center which will say i can no longer use paypal such a worst payment platform no response for the email i sent,1
usually great but sometimes he has a small bugs,4
humble request to you please provide the korean show suspicious partnerand descendants of the sunin hindi dubbed language,2
this is so good and intelligent,1
i love this app because i can chat my favorite anime characters,5
can you please add full screen for web videos like samsung browser,2
we want more for free,3
i use this file manager for 2 years i have no problem about this application but this new update there are many bugs 1 there is so much lag in opening the application which disappointing me too much 2 when we move 2 or more file together in sd card the moving process is stop in between and cancelled automatically please fix all these bugs,2
it was fantastic better than its web version,5
its a very helpful app it has assisted me in ways ive never thought of before,3
i changed my review from 5 to single as for unnecessary ads in between repetitive ads and also loss of volume when you forward 102030seconds while watching a downloaded video i am very upset about it,1
wont delete from smb loses connection,2
its showing unknown error occured again and again,1
no 0rint or save option in settings scanner fails,2
i have never used it or tryed it thats why im giving three stars if i get the chance to try it and it works for me then i will change it,3
it helps a lot i really love using it,5
i cant login my account when i downloaded the app please fix this issue,1
im giving just 2 stars because when you search a question that requires calculation it does give answers in solutions but in words,2
great app constantly improving great work,5
i prefer you to dont download it in android because it cant working,1
it is best for school students,4
its still reopening closed tabs,1
chat gpt a ai that can tell us everything i used it and trust it better than google,5
i want my raven chat back,1
recently after the recent update while listening to voice messages it locks my phone one plus7t,2
chat got obviously still needs improvement but the app itself is great,4
love the quick response to my questions would install if you havent already done so thanks,4
great application to sort out files media documents social media data sucha as fb instagram pictures screenshots videos and much more also it gives the info of the application services before installing any unknown source application its quite secure most efficient tool to manage all the data in your phone,5
i like this app but a little error couse,3
this is app is great i love it,5
in this aap no option to delete the history,4
what a wonderful assist in my daily life and in my professional learning,4
same time app is stake,4
though i have been using skype on my pc for more than 7 years it was working well but when i started using it in my phone video calls and audio calls were quite well but it had a major issue which was that i was unable to send any textsimagesvideosfilespdfsetc,2
there a problem with new update app asks for permission to copypastecut and delete files from sd card i tried to give permission but everytime asks for same i tried everything restarted my phone dismounted sd card then inserted back i allowed deleting moving files but after some time the same permission window appears please resolve asap,4
sometimes it doesnt browse some websites it just show a black blank screen i dont know why my phone is redmi 9 a ram with 2 gb i dont think its my phone fault please find a solution to this problem googleinc,4
super app it is best app for students good notes simple points and best useful backbench students,5
the vr mode is not stable we have to change position according to lt,1
so good i love this app but audio talk should be improved but i love thiss app,5
i love the app just it doesnt give picture like diagrams equations and many others,3
helped me wrote many assignment for my masters course i never forget the help of creators by creating the chat gpt,5
pretty good app which has decent customization and good messaging features however there is currently no way to search for public group chats by interest which is why i didnt give it 5 stars i want it to be easier to find friends,4
this is a good app i can play videos with no lag but its been some days i cant get vlc if i open it it tells vlc has been stopped pls fix it my device is samsung tab 3,2
needs to be more smooth and practical,3
i dont know why am i not able to use open chats earlier when i downloaded kakaotalk i was able to do but not now i hope kakaotalk solve this problem soon,1
not working on my phone it says to me that the carrier assosiated with this phone is not supported please help,1
yes same issue with google drive backup i dont want huawei cloud backup please fix it,3
just updated no new experiences,4
so my network problem was fixed which is great the support team is really helpful and friendly although ive faced another problem for some reason i cannot download any images from the app nor can i send any videos to my friends whenever i try to save an image it says download failed and when i try to send a video it doesnt pop up this started happening after the new update i hope you can fix this soon,3
though the ui is really well optimized and security features are well updated in order to prevent once history the only issue is that it is still slow it takes forever in relative to other browsers to search anything on bing,3
off to a terrible start keep getting an error message upon trying to sign in telling me to close the app and restart it ive tried that and it still does not work,1
while recharging my modem they only show plans which are higher or of same amount i am using 799 wanted to switch to 499 but cannot do so you can only go higher can you guys please use any other app apart from wynk they dont have recent collection of songs they have very limited hellotune options adds as usual i can wait for some time then if you guys arent serious i can just switch to other network,2
i am using chatgpt from past 68 months now and its amazing when in comes to answer things in a simple and to the point mannerfor most of the parts it good but it still lacks in understanding natural human language in some way which is bit of annoying when you are working on some coding project,4
it left me speechless with its accuracy and instant response and rank this app 1st for assisting english learners at the advanced level to achieve their goal of mastering grammar overall is the best app ive ever explored,5
fast accurate and specific great job,4
jus downloaded and it feels like the browser one but i do wish the gx corner wasnt so cluttered on the mobile version so one opera looks less cluttered ill come back and re rate i,2
please add another feature of status to get more downloads and it is an another way to replace the whatsapp,1
cannot open video from file manager it redirected to internal storage and google drive and when internal storage is open it shows copy paste option which is absolutely ridiculous i try to play videos but all this unrelated redirection is taking toll how to fix the bugs,3
i just installed the app and made an account and already i have been restricted from joining groups due to suspicious activity i dont get it i just got thete,1
typed a prompt and got a great answer noticed i was not logged in and after signing in chatgpt forgets everything now i dont remember the prompt nothing was saved or transitioned you morons perplexity and freedomgpt work an f ton better,1
this is a fun experiment with new technology just know that many of the responses are flawed and the more complex the topic the further the chatgpt responses will be from the truth whether it is the ai or the on the user side errors in logic can easily occur do not rely on this for professional advicehomeworketc,4
is there a way to use shared drive in gdrive,2
app link to the credit account does not work ive been calling for weeks trying to get assistance paypal says to call synchrony and they say to call paypal everyone sticks to their scripts and no one fixes anything and now they charge for friends and family money transfers doing dinner with someone and splitting it now costs the tip and then a paypal fee not worth it im going back to cash and saving my 2,2
great way to communicate with friends however the biggest problem i have is that it wont let me log in on mobile devices so i can only access discord through my laptop huge inconvenience as i cant use discord unless im at home everytime i try to log in it just tells me that my login or password was incorrect and i can only login again if i keep resetting my password everytime it logs me out of the app,3
its great but i wish it didnt forget our conversation cause i afto keep repeating myself whenever i use the app for a specific reason other than that its great,4
it has stopped working for me when i argued about gazaisrael conflict chatgpt owing to the fact of being ai machine kept on to announce hamas as terrorist while at the same time heroing israeli actions in gaza uncondem able hence it denounced its own approach of being neutral just,1
good for homework my teacher never knew,5
good application for drafting purpose urgently,4
it works ok but today app unable to open picture of 2 cabels n msg oops something went wrong retry my net connection is fine all other apps working and also very complicated uneasy to change the bank,3
it is really nice app but it would be more nice if they can send us pic,4
chat gpt doesnt able to answer to easy and simple questions,2
alright new patch is up and this is a nice looking ui ease of use is big here can see myself using this longterm,5
the app is good but you can not use to cut music and video from phone to memory card and it can not rename any thing on memory card unless it is moved to phone storage,3
this app is the best app but in apps image it show picture in reality it did not show any picture,2
majority of the sites not working showing unable to connect please review your network settings since yesterday lyff1s android 6,3
i like how it provides various types of insights and talks like a real person but some informations are not available due to its inbuilt database so kindly elaborate its database to cover more queries,4
can help students in many things i will give it 10 over 10,5
good app but youtube dosent work,2
so trash ui isnt as good as windows edge i downloaded it just for reading mode and cant find it got to learn a lot from via browser,1
earlier i could save whatsapp status using tge app but now the whatsapp cache is showing as empty will give 5 star if it gets fixed otherwise pretty much nice app,3
such an amazing app to do our work quick,5
i like the apps very muchbut i give 3 star because i have face many problem while i search any serials or movieit shows opps this is unavailable in this momentso i am very disappointingplease fix it,3
this is fun to use however i prefer the voice chat feature but the screen turns off when im using it many other apps have the ability to disable screen timeout when using voicechat functions yet this one doesnt why not also the ai is very limited when you try asking it anything intellectual,2
i have been using this app until when i was told to update it after the update the app became inaccessible im tired of this every attempt to search on it is aborted by the app,1
fingerprint scanner is not available in mobile chrome,3
it voices to voices is perfect,5
it help me in my assignments and even in my personal things that i didnt know,5
i consider chat gpt the finest and the most advanced ai ever it always helps me get rid of difficult situations it always saved my day and i want to let you know i never considered chat gpt as an ai i always considered it as my virtual friend,5
google assistant is far better pata ni kon pagel log iski hype bana rahe hh,1
update 112019 android tv navigation issue had been resolved finally as you were so much better than the other app im used to does everything it is supposed to and its fast i used to think there was something goofy with my smb servers at home and work but with this app everything flies looks nice customizable as both an older material app or pie style,3
this app is fantastic it really makes your daykm player is a legendary player but one thing is that i have trouble with syncing subtitles i dont know what to do sometimes it syncs perfectly but sometimes it syncs badly,4
very very bad many wrong information,1
good but funky interface super slow to move large files 10gb file is taking hours though i think its wrong info and the file has actually finished creating new folder while saving does not work also size search does not work as in searching for size brings up results that do not fit search criteria surprised at these glitches this is obviously an app someone has put a lot of work into so thanks for that dev looking forward to the promise of this great app being fulfilled,4
why whatsapp keeps crashing everytime i want to call someone what could be the problem,3
only concern is i cannot delete the bulk messages n media from the group chats that really needs attention as it is continuously piling up my memory,4
no proper coverage when we call the customer service call will not get connected if the request is raised via app request complaint will be registered and it will automatically closed within 5 days dont cheat the consumers,1
its a beautiful app which helps in difficult thing im,5
it is a very good and very helpful device to the teachers and students both i hope it will fill up the hope of them and authority will develop the device as per as demand,5
this is the best browser i installed opera when the neighbor browser had some annoying issue but opera is the best its fast great at saving data and has a strict ad block great job opera team thank u,5
lacks support of some functions i couldnt upload assignments on my schools web page for example,4
its good and bad all at the same time theres days that it runs good then every other week it runs slow and i cant access bing rewards get it together microsoft you say edge is faster better prove it if its better it must run good all the time,2
this is too much chrome doesnt update when i want update in play store its doesnt update it suddenly stop updating and then it will continuously happening when i try to update it doesnt update it stops automatically it been happening since from one year,2
i cannot send messages its been happening gradually for a few days now it seems like theres somekind of clash with tmobile new os update as my brother whos on the same network is having same trouble still can send messages over wifi anyone else having the issue,2
good player but its impossible to change audio track could you fix this trouble,3
i have to constantly uninstall and reinstall to view my wallet balance on the app its quite annoying however the other functions of the app is okay,3
good one and easy to use,4
very awesome app for digital world,5
still quite modest in what it can do but what i find unbearable is that it keeps apologising as if it was a human and moralising me it wont provide the meaning of a word that it judges offensive even if its part of the german vocabulary and on the first page of a german newspaper ridiculous,2
its a good browser with lots of good featuresits also good in saving data,4
the ai is pretty advanced and well made lets just hope it isnt too advanced if you know what i mean,4
it really good app it helps me a lot but if it could show a picture it would be even better,4
in video call the voice quality is poor quality you need to work on this voice issues,4
